area,latitude,longitude,zone_type,date,day_of_week,hour,is_weekend,is_night,crowd_score,crowd_level,estimated_people,capacity,utilisation_pct,has_metro,bus_stops_nearby,isolation_risk,overcrowd_risk,data_source
Yelahanka,13.096608,77.59469,residential,2024-01-01,Monday,1,0,1,0.051,Low,156,3000,5.1,0,5,0.475,0.041,synthetic
Yelahanka,13.097204,77.592838,residential,2024-01-01,Monday,2,0,1,0.013,Low,43,3000,1.3,0,5,0.494,0.01,synthetic
Yelahanka,13.102252,77.599822,residential,2024-01-01,Monday,3,0,1,0.024,Low,61,3000,2.4,0,5,0.488,0.019,synthetic
Yelahanka,13.099326,77.595923,residential,2024-01-01,Monday,4,0,1,0.01,Low,33,3000,1.0,0,5,0.495,0.008,synthetic
Yelahanka,13.098458,77.596721,residential,2024-01-01,Monday,5,0,1,0.108,Low,358,3000,10.8,0,5,0.446,0.086,synthetic
Yelahanka,13.097262,77.593807,residential,2024-01-01,Monday,6,0,0,0.128,Low,394,3000,12.8,0,5,0.174,0.102,synthetic
Yelahanka,13.096722,77.595991,residential,2024-01-01,Monday,7,0,0,0.229,Low,705,3000,22.9,0,5,0.154,0.183,synthetic
Yelahanka,13.101044,77.596143,residential,2024-01-01,Monday,8,0,0,0.389,Moderate,1095,3000,38.9,0,5,0.122,0.311,synthetic
Yelahanka,13.10399,77.59544,residential,2024-01-01,Monday,9,0,0,0.37,Moderate,1165,3000,37.0,0,5,0.126,0.296,synthetic
Yelahanka,13.100692,77.593577,residential,2024-01-01,Monday,10,0,0,0.257,Moderate,738,3000,25.7,0,5,0.149,0.205,synthetic
Yelahanka,13.099725,77.592519,residential,2024-01-01,Monday,11,0,0,0.269,Moderate,746,3000,26.9,0,5,0.146,0.215,synthetic
Yelahanka,13.098156,77.599419,residential,2024-01-01,Monday,12,0,0,0.296,Moderate,877,3000,29.6,0,5,0.141,0.237,synthetic
Yelahanka,13.097429,77.596808,residential,2024-01-01,Monday,13,0,0,0.32,Moderate,927,3000,32.0,0,5,0.136,0.256,synthetic
Yelahanka,13.102099,77.592911,residential,2024-01-01,Monday,14,0,0,0.284,Moderate,769,3000,28.4,0,5,0.143,0.227,synthetic
Yelahanka,13.10088,77.598427,residential,2024-01-01,Monday,15,0,0,0.256,Moderate,821,3000,25.6,0,5,0.149,0.204,synthetic
Yelahanka,13.100438,77.594698,residential,2024-01-01,Monday,16,0,0,0.292,Moderate,847,3000,29.2,0,5,0.142,0.234,synthetic
Yelahanka,13.102787,77.59908,residential,2024-01-01,Monday,17,0,0,0.38,Moderate,1021,3000,38.0,0,5,0.124,0.304,synthetic
Yelahanka,13.101571,77.598264,residential,2024-01-01,Monday,18,0,0,0.466,Moderate,1513,3000,46.6,0,5,0.107,0.373,synthetic
Yelahanka,13.099951,77.593838,residential,2024-01-01,Monday,19,0,0,0.393,Moderate,1205,3000,39.3,0,5,0.121,0.315,synthetic
Yelahanka,13.10146,77.599463,residential,2024-01-01,Monday,20,0,1,0.321,Moderate,1056,3000,32.1,0,5,0.34,0.257,synthetic
Yelahanka,13.099767,77.593457,residential,2024-01-01,Monday,21,0,1,0.26,Moderate,847,3000,26.0,0,5,0.37,0.208,synthetic
Yelahanka,13.097975,77.597029,residential,2024-01-01,Monday,22,0,1,0.199,Low,645,3000,19.9,0,5,0.4,0.159,synthetic
Yelahanka,13.097294,77.60019,residential,2024-01-01,Monday,23,0,1,0.092,Low,251,3000,9.2,0,5,0.454,0.074,synthetic
Marathahalli,12.957396,77.694386,commercial,2024-01-01,Monday,0,0,1,0.078,Low,472,6500,7.8,0,10,0.461,0.062,synthetic
Marathahalli,12.961959,77.694611,commercial,2024-01-01,Monday,1,0,1,0.104,Low,601,6500,10.4,0,10,0.448,0.083,synthetic
Marathahalli,12.961749,77.698433,commercial,2024-01-01,Monday,2,0,1,0.088,Low,561,6500,8.8,0,10,0.456,0.07,synthetic
Marathahalli,12.957109,77.697898,commercial,2024-01-01,Monday,3,0,1,0.03,Low,177,6500,3.0,0,10,0.485,0.024,synthetic
Marathahalli,12.962169,77.699146,commercial,2024-01-01,Monday,4,0,1,0.055,Low,313,6500,5.5,0,10,0.473,0.044,synthetic
Marathahalli,12.956183,77.697134,commercial,2024-01-01,Monday,5,0,1,0.084,Low,599,6500,8.4,0,10,0.458,0.067,synthetic
Marathahalli,12.959964,77.696701,commercial,2024-01-01,Monday,6,0,0,0.104,Low,720,6500,10.4,0,10,0.179,0.084,synthetic
Marathahalli,12.959549,77.700214,commercial,2024-01-01,Monday,7,0,0,0.111,Low,786,6500,11.1,0,10,0.178,0.089,synthetic
Marathahalli,12.960418,77.693942,commercial,2024-01-01,Monday,8,0,0,0.27,Moderate,1744,6500,27.0,0,10,0.146,0.216,synthetic
Marathahalli,12.96209,77.698016,commercial,2024-01-01,Monday,9,0,0,0.506,Moderate,3009,6500,50.6,0,10,0.099,0.404,synthetic
Marathahalli,12.957639,77.693906,commercial,2024-01-01,Monday,10,0,0,0.607,High,3631,6500,60.7,0,10,0.079,0.485,synthetic
Marathahalli,12.9609,77.700825,commercial,2024-01-01,Monday,11,0,0,0.629,High,4291,6500,62.9,0,10,0.074,0.504,synthetic
Marathahalli,12.962266,77.69468,commercial,2024-01-01,Monday,12,0,0,0.608,High,4019,6500,60.8,0,10,0.078,0.486,synthetic
Marathahalli,12.959288,77.695738,commercial,2024-01-01,Monday,13,0,0,0.58,High,4172,6500,58.0,0,10,0.084,0.464,synthetic
Marathahalli,12.962736,77.697405,commercial,2024-01-01,Monday,14,0,0,0.57,High,3554,6500,57.0,0,10,0.086,0.456,synthetic
Marathahalli,12.96122,77.699219,commercial,2024-01-01,Monday,15,0,0,0.596,High,3639,6500,59.6,0,10,0.081,0.477,synthetic
Marathahalli,12.960217,77.695478,commercial,2024-01-01,Monday,16,0,0,0.651,High,3838,6500,65.1,0,10,0.07,0.521,synthetic
Marathahalli,12.960661,77.697241,commercial,2024-01-01,Monday,17,0,0,0.716,High,5039,6500,71.6,0,10,0.057,0.573,synthetic
Marathahalli,12.960837,77.700473,commercial,2024-01-01,Monday,18,0,0,0.763,High,5142,6500,76.3,0,10,0.047,0.61,synthetic
Marathahalli,12.959905,77.699584,commercial,2024-01-01,Monday,19,0,0,0.692,High,4545,6500,69.2,0,10,0.062,0.554,synthetic
Marathahalli,12.961069,77.698034,commercial,2024-01-01,Monday,20,0,1,0.514,Moderate,2844,6500,51.4,0,10,0.243,0.411,synthetic
Marathahalli,12.958947,77.693442,commercial,2024-01-01,Monday,21,0,1,0.339,Moderate,1894,6500,33.9,0,10,0.33,0.272,synthetic
Marathahalli,12.955747,77.69622,commercial,2024-01-01,Monday,22,0,1,0.224,Low,1589,6500,22.4,0,10,0.388,0.179,synthetic
Marathahalli,12.956465,77.698186,commercial,2024-01-01,Monday,23,0,1,0.143,Low,858,6500,14.3,0,10,0.429,0.114,synthetic
Bannerghatta Road,12.899258,77.601409,residential,2024-01-01,Monday,0,0,1,0.103,Low,494,4500,10.3,0,7,0.449,0.082,synthetic
Bannerghatta Road,12.902265,77.598356,residential,2024-01-01,Monday,1,0,1,0.092,Low,419,4500,9.2,0,7,0.454,0.073,synthetic
Bannerghatta Road,12.901674,77.598446,residential,2024-01-01,Monday,2,0,1,0.043,Low,199,4500,4.3,0,7,0.479,0.034,synthetic
Bannerghatta Road,12.899032,77.595473,residential,2024-01-01,Monday,3,0,1,0.072,Low,287,4500,7.2,0,7,0.464,0.057,synthetic
Bannerghatta Road,12.901303,77.593563,residential,2024-01-01,Monday,4,0,1,0.073,Low,319,4500,7.3,0,7,0.464,0.058,synthetic
Bannerghatta Road,12.897048,77.599727,residential,2024-01-01,Monday,5,0,1,0.114,Low,541,4500,11.4,0,7,0.443,0.091,synthetic
Bannerghatta Road,12.899862,77.600018,residential,2024-01-01,Monday,6,0,0,0.133,Low,660,4500,13.3,0,7,0.173,0.106,synthetic
Bannerghatta Road,12.898767,77.600614,residential,2024-01-01,Monday,7,0,0,0.214,Low,1084,4500,21.4,0,7,0.157,0.171,synthetic
Bannerghatta Road,12.895796,77.595126,residential,2024-01-01,Monday,8,0,0,0.425,Moderate,2003,4500,42.5,0,7,0.115,0.34,synthetic
Bannerghatta Road,12.90295,77.596532,residential,2024-01-01,Monday,9,0,0,0.439,Moderate,2008,4500,43.9,0,7,0.112,0.351,synthetic
Bannerghatta Road,12.903109,77.594219,residential,2024-01-01,Monday,10,0,0,0.325,Moderate,1256,4500,32.5,0,7,0.135,0.26,synthetic
Bannerghatta Road,12.900274,77.594337,residential,2024-01-01,Monday,11,0,0,0.326,Moderate,1347,4500,32.6,0,7,0.135,0.261,synthetic
Bannerghatta Road,12.897269,77.597141,residential,2024-01-01,Monday,12,0,0,0.377,Moderate,1573,4500,37.7,0,7,0.125,0.301,synthetic
Bannerghatta Road,12.900197,77.594041,residential,2024-01-01,Monday,13,0,0,0.309,Moderate,1379,4500,30.9,0,7,0.138,0.247,synthetic
Bannerghatta Road,12.901726,77.601325,residential,2024-01-01,Monday,14,0,0,0.335,Moderate,1586,4500,33.5,0,7,0.133,0.268,synthetic
Bannerghatta Road,12.901882,77.596244,residential,2024-01-01,Monday,15,0,0,0.316,Moderate,1395,4500,31.6,0,7,0.137,0.253,synthetic
Bannerghatta Road,12.903262,77.598136,residential,2024-01-01,Monday,16,0,0,0.319,Moderate,1379,4500,31.9,0,7,0.136,0.255,synthetic
Bannerghatta Road,12.895918,77.596655,residential,2024-01-01,Monday,17,0,0,0.449,Moderate,2254,4500,44.9,0,7,0.11,0.359,synthetic
Bannerghatta Road,12.903019,77.595411,residential,2024-01-01,Monday,18,0,0,0.537,Moderate,2589,4500,53.7,0,7,0.093,0.43,synthetic
Bannerghatta Road,12.896373,77.596837,residential,2024-01-01,Monday,19,0,0,0.469,Moderate,1855,4500,46.9,0,7,0.106,0.375,synthetic
Bannerghatta Road,12.901295,77.59455,residential,2024-01-01,Monday,20,0,1,0.357,Moderate,1679,4500,35.7,0,7,0.321,0.286,synthetic
Bannerghatta Road,12.898586,77.59648,residential,2024-01-01,Monday,21,0,1,0.296,Moderate,1193,4500,29.6,0,7,0.352,0.236,synthetic
Bannerghatta Road,12.90276,77.601043,residential,2024-01-01,Monday,22,0,1,0.179,Low,897,4500,17.9,0,7,0.411,0.143,synthetic
Bannerghatta Road,12.898447,77.599264,residential,2024-01-01,Monday,23,0,1,0.091,Low,365,4500,9.1,0,7,0.455,0.072,synthetic
Shivajinagar,12.98143,77.596398,commercial,2024-01-01,Monday,0,0,1,0.064,Low,343,5500,6.4,1,9,0.468,0.051,synthetic
Shivajinagar,12.982066,77.600671,commercial,2024-01-01,Monday,1,0,1,0.068,Low,393,5500,6.8,1,9,0.466,0.054,synthetic
Shivajinagar,12.983195,77.597515,commercial,2024-01-01,Monday,2,0,1,0.026,Low,141,5500,2.6,1,9,0.487,0.021,synthetic
Shivajinagar,12.980905,77.598304,commercial,2024-01-01,Monday,3,0,1,0.034,Low,211,5500,3.4,1,9,0.483,0.027,synthetic
Shivajinagar,12.981987,77.600665,commercial,2024-01-01,Monday,4,0,1,0.036,Low,210,5500,3.6,1,9,0.482,0.029,synthetic
Shivajinagar,12.987814,77.600865,commercial,2024-01-01,Monday,5,0,1,0.052,Low,288,5500,5.2,1,9,0.474,0.042,synthetic
Shivajinagar,12.983874,77.59737,commercial,2024-01-01,Monday,6,0,0,0.078,Low,396,5500,7.8,1,9,0.184,0.062,synthetic
Shivajinagar,12.981785,77.599672,commercial,2024-01-01,Monday,7,0,0,0.219,Low,1302,5500,21.9,1,9,0.156,0.175,synthetic
Shivajinagar,12.984871,77.595889,commercial,2024-01-01,Monday,8,0,0,0.361,Moderate,1950,5500,36.1,1,9,0.128,0.289,synthetic
Shivajinagar,12.985319,77.597344,commercial,2024-01-01,Monday,9,0,0,0.558,High,3399,5500,55.8,1,9,0.088,0.446,synthetic
Shivajinagar,12.980985,77.59379,commercial,2024-01-01,Monday,10,0,0,0.618,High,3280,5500,61.8,1,9,0.076,0.495,synthetic
Shivajinagar,12.980463,77.598271,commercial,2024-01-01,Monday,11,0,0,0.593,High,3292,5500,59.3,1,9,0.081,0.474,synthetic
Shivajinagar,12.986352,77.599726,commercial,2024-01-01,Monday,12,0,0,0.539,Moderate,3037,5500,53.9,1,9,0.092,0.432,synthetic
Shivajinagar,12.983689,77.601026,commercial,2024-01-01,Monday,13,0,0,0.572,High,2878,5500,57.2,1,9,0.086,0.457,synthetic
Shivajinagar,12.986462,77.5985,commercial,2024-01-01,Monday,14,0,0,0.508,Moderate,2433,5500,50.8,1,9,0.098,0.406,synthetic
Shivajinagar,12.987484,77.597606,commercial,2024-01-01,Monday,15,0,0,0.511,Moderate,2526,5500,51.1,1,9,0.098,0.409,synthetic
Shivajinagar,12.986055,77.594387,commercial,2024-01-01,Monday,16,0,0,0.594,High,3396,5500,59.4,1,9,0.081,0.475,synthetic
Shivajinagar,12.985213,77.595267,commercial,2024-01-01,Monday,17,0,0,0.705,High,4156,5500,70.5,1,9,0.059,0.564,synthetic
Shivajinagar,12.985373,77.599508,commercial,2024-01-01,Monday,18,0,0,0.752,High,3693,5500,75.2,1,9,0.05,0.602,synthetic
Shivajinagar,12.985803,77.597153,commercial,2024-01-01,Monday,19,0,0,0.696,High,4017,5500,69.6,1,9,0.061,0.557,synthetic
Shivajinagar,12.980076,77.598913,commercial,2024-01-01,Monday,20,0,1,0.503,Moderate,2942,5500,50.3,1,9,0.249,0.402,synthetic
Shivajinagar,12.982886,77.597799,commercial,2024-01-01,Monday,21,0,1,0.359,Moderate,2021,5500,35.9,1,9,0.32,0.287,synthetic
Shivajinagar,12.984523,77.597447,commercial,2024-01-01,Monday,22,0,1,0.154,Low,746,5500,15.4,1,9,0.423,0.124,synthetic
Shivajinagar,12.98005,77.59409,commercial,2024-01-01,Monday,23,0,1,0.113,Low,589,5500,11.3,1,9,0.443,0.091,synthetic
Jayanagar,12.9262,77.584078,residential,2024-01-01,Monday,0,0,1,0.042,Low,177,4000,4.2,0,8,0.479,0.034,synthetic
Jayanagar,12.923541,77.583603,residential,2024-01-01,Monday,1,0,1,0.031,Low,131,4000,3.1,0,8,0.484,0.025,synthetic
Jayanagar,12.923435,77.57983,residential,2024-01-01,Monday,2,0,1,0.094,Low,329,4000,9.4,0,8,0.453,0.075,synthetic
Jayanagar,12.928186,77.580033,residential,2024-01-01,Monday,3,0,1,0.039,Low,175,4000,3.9,0,8,0.481,0.031,synthetic
Jayanagar,12.924272,77.586227,residential,2024-01-01,Monday,4,0,1,0.047,Low,213,4000,4.7,0,8,0.477,0.037,synthetic
Jayanagar,12.929492,77.58234,residential,2024-01-01,Monday,5,0,1,0.146,Low,586,4000,14.6,0,8,0.427,0.117,synthetic
Jayanagar,12.926729,77.58043,residential,2024-01-01,Monday,6,0,0,0.189,Low,683,4000,18.9,0,8,0.162,0.151,synthetic
Jayanagar,12.929471,77.584153,residential,2024-01-01,Monday,7,0,0,0.261,Moderate,912,4000,26.1,0,8,0.148,0.209,synthetic
Jayanagar,12.925048,77.58214,residential,2024-01-01,Monday,8,0,0,0.447,Moderate,1649,4000,44.7,0,8,0.111,0.358,synthetic
Jayanagar,12.928455,77.583679,residential,2024-01-01,Monday,9,0,0,0.405,Moderate,1848,4000,40.5,0,8,0.119,0.324,synthetic
Jayanagar,12.921964,77.587726,residential,2024-01-01,Monday,10,0,0,0.324,Moderate,1247,4000,32.4,0,8,0.135,0.259,synthetic
Jayanagar,12.926616,77.586126,residential,2024-01-01,Monday,11,0,0,0.277,Moderate,1233,4000,27.7,0,8,0.145,0.222,synthetic
Jayanagar,12.922338,77.583539,residential,2024-01-01,Monday,12,0,0,0.323,Moderate,1472,4000,32.3,0,8,0.135,0.258,synthetic
Jayanagar,12.922731,77.58744,residential,2024-01-01,Monday,13,0,0,0.292,Moderate,1182,4000,29.2,0,8,0.142,0.234,synthetic
Jayanagar,12.928619,77.581378,residential,2024-01-01,Monday,14,0,0,0.311,Moderate,1184,4000,31.1,0,8,0.138,0.249,synthetic
Jayanagar,12.927001,77.586565,residential,2024-01-01,Monday,15,0,0,0.342,Moderate,1287,4000,34.2,0,8,0.132,0.274,synthetic
Jayanagar,12.922563,77.583071,residential,2024-01-01,Monday,16,0,0,0.334,Moderate,1154,4000,33.4,0,8,0.133,0.267,synthetic
Jayanagar,12.922496,77.585734,residential,2024-01-01,Monday,17,0,0,0.506,Moderate,2196,4000,50.6,0,8,0.099,0.405,synthetic
Jayanagar,12.928236,77.582809,residential,2024-01-01,Monday,18,0,0,0.499,Moderate,2217,4000,49.9,0,8,0.1,0.399,synthetic
Jayanagar,12.924604,77.582121,residential,2024-01-01,Monday,19,0,0,0.42,Moderate,1574,4000,42.0,0,8,0.116,0.336,synthetic
Jayanagar,12.929631,77.583178,residential,2024-01-01,Monday,20,0,1,0.33,Moderate,1284,4000,33.0,0,8,0.335,0.264,synthetic
Jayanagar,12.924173,77.585364,residential,2024-01-01,Monday,21,0,1,0.247,Low,891,4000,24.7,0,8,0.377,0.197,synthetic
Jayanagar,12.927951,77.583613,residential,2024-01-01,Monday,22,0,1,0.174,Low,658,4000,17.4,0,8,0.413,0.139,synthetic
Jayanagar,12.929349,77.586832,residential,2024-01-01,Monday,23,0,1,0.163,Low,617,4000,16.3,0,8,0.419,0.13,synthetic
Rajajinagar,12.99593,77.554888,residential,2024-01-01,Monday,0,0,1,0.031,Low,120,3500,3.1,0,6,0.485,0.024,synthetic
Rajajinagar,12.995581,77.550765,residential,2024-01-01,Monday,1,0,1,0.049,Low,181,3500,4.9,0,6,0.476,0.039,synthetic
Rajajinagar,12.996745,77.553371,residential,2024-01-01,Monday,2,0,1,0.016,Low,50,3500,1.6,0,6,0.492,0.013,synthetic
Rajajinagar,12.997077,77.555881,residential,2024-01-01,Monday,3,0,1,0.051,Low,202,3500,5.1,0,6,0.474,0.041,synthetic
Rajajinagar,12.995529,77.55095,residential,2024-01-01,Monday,4,0,1,0.038,Low,146,3500,3.8,0,6,0.481,0.03,synthetic
Rajajinagar,12.994511,77.549974,residential,2024-01-01,Monday,5,0,1,0.062,Low,243,3500,6.2,0,6,0.469,0.05,synthetic
Rajajinagar,12.990077,77.551791,residential,2024-01-01,Monday,6,0,0,0.187,Low,684,3500,18.7,0,6,0.163,0.15,synthetic
Rajajinagar,12.992852,77.550327,residential,2024-01-01,Monday,7,0,0,0.2,Low,708,3500,20.0,0,6,0.16,0.16,synthetic
Rajajinagar,12.99331,77.551932,residential,2024-01-01,Monday,8,0,0,0.408,Moderate,1539,3500,40.8,0,6,0.118,0.326,synthetic
Rajajinagar,12.997313,77.553446,residential,2024-01-01,Monday,9,0,0,0.359,Moderate,1269,3500,35.9,0,6,0.128,0.287,synthetic
Rajajinagar,12.991686,77.552405,residential,2024-01-01,Monday,10,0,0,0.299,Moderate,931,3500,29.9,0,6,0.14,0.239,synthetic
Rajajinagar,12.991768,77.554026,residential,2024-01-01,Monday,11,0,0,0.256,Moderate,788,3500,25.6,0,6,0.149,0.205,synthetic
Rajajinagar,12.996233,77.550045,residential,2024-01-01,Monday,12,0,0,0.336,Moderate,1188,3500,33.6,0,6,0.133,0.269,synthetic
Rajajinagar,12.993304,77.54982,residential,2024-01-01,Monday,13,0,0,0.288,Moderate,1144,3500,28.8,0,6,0.142,0.23,synthetic
Rajajinagar,12.993121,77.555417,residential,2024-01-01,Monday,14,0,0,0.252,Moderate,795,3500,25.2,0,6,0.15,0.201,synthetic
Rajajinagar,12.994239,77.553214,residential,2024-01-01,Monday,15,0,0,0.324,Moderate,1015,3500,32.4,0,6,0.135,0.259,synthetic
Rajajinagar,12.990267,77.555922,residential,2024-01-01,Monday,16,0,0,0.322,Moderate,1265,3500,32.2,0,6,0.136,0.258,synthetic
Rajajinagar,12.99448,77.552402,residential,2024-01-01,Monday,17,0,0,0.471,Moderate,1464,3500,47.1,0,6,0.106,0.377,synthetic
Rajajinagar,12.99554,77.555185,residential,2024-01-01,Monday,18,0,0,0.443,Moderate,1438,3500,44.3,0,6,0.111,0.355,synthetic
Rajajinagar,12.996675,77.552659,residential,2024-01-01,Monday,19,0,0,0.449,Moderate,1554,3500,44.9,0,6,0.11,0.359,synthetic
Rajajinagar,12.995869,77.549856,residential,2024-01-01,Monday,20,0,1,0.377,Moderate,1266,3500,37.7,0,6,0.312,0.302,synthetic
Rajajinagar,12.991858,77.55393,residential,2024-01-01,Monday,21,0,1,0.284,Moderate,1006,3500,28.4,0,6,0.358,0.227,synthetic
Rajajinagar,12.996611,77.550598,residential,2024-01-01,Monday,22,0,1,0.201,Low,676,3500,20.1,0,6,0.4,0.161,synthetic
Rajajinagar,12.996261,77.554111,residential,2024-01-01,Monday,23,0,1,0.15,Low,497,3500,15.0,0,6,0.425,0.12,synthetic
Domlur,12.958305,77.6408,mixed,2024-01-01,Monday,0,0,1,0.056,Low,217,4500,5.6,0,7,0.472,0.044,synthetic
Domlur,12.962774,77.639859,mixed,2024-01-01,Monday,1,0,1,0.078,Low,303,4500,7.8,0,7,0.461,0.062,synthetic
Domlur,12.958325,77.634717,mixed,2024-01-01,Monday,2,0,1,0.085,Low,406,4500,8.5,0,7,0.457,0.068,synthetic
Domlur,12.962016,77.641074,mixed,2024-01-01,Monday,3,0,1,0.075,Low,328,4500,7.5,0,7,0.463,0.06,synthetic
Domlur,12.961861,77.636091,mixed,2024-01-01,Monday,4,0,1,0.089,Low,451,4500,8.9,0,7,0.456,0.071,synthetic
Domlur,12.957596,77.640646,mixed,2024-01-01,Monday,5,0,1,0.141,Low,654,4500,14.1,0,7,0.43,0.113,synthetic
Domlur,12.957179,77.637076,mixed,2024-01-01,Monday,6,0,0,0.209,Low,1019,4500,20.9,0,7,0.158,0.167,synthetic
Domlur,12.962856,77.64216,mixed,2024-01-01,Monday,7,0,0,0.25,Low,1070,4500,25.0,0,7,0.15,0.2,synthetic
Domlur,12.957882,77.642338,mixed,2024-01-01,Monday,8,0,0,0.483,Moderate,2227,4500,48.3,0,7,0.103,0.387,synthetic
Domlur,12.963865,77.640192,mixed,2024-01-01,Monday,9,0,0,0.402,Moderate,1952,4500,40.2,0,7,0.12,0.322,synthetic
Domlur,12.957122,77.639633,mixed,2024-01-01,Monday,10,0,0,0.341,Moderate,1763,4500,34.1,0,7,0.132,0.273,synthetic
Domlur,12.961559,77.63533,mixed,2024-01-01,Monday,11,0,0,0.357,Moderate,1428,4500,35.7,0,7,0.129,0.286,synthetic
Domlur,12.963936,77.637624,mixed,2024-01-01,Monday,12,0,0,0.376,Moderate,1778,4500,37.6,0,7,0.125,0.301,synthetic
Domlur,12.958865,77.635844,mixed,2024-01-01,Monday,13,0,0,0.396,Moderate,1846,4500,39.6,0,7,0.121,0.317,synthetic
Domlur,12.959243,77.638934,mixed,2024-01-01,Monday,14,0,0,0.346,Moderate,1735,4500,34.6,0,7,0.131,0.277,synthetic
Domlur,12.957523,77.636104,mixed,2024-01-01,Monday,15,0,0,0.367,Moderate,1598,4500,36.7,0,7,0.127,0.294,synthetic
Domlur,12.960538,77.635094,mixed,2024-01-01,Monday,16,0,0,0.364,Moderate,1588,4500,36.4,0,7,0.127,0.291,synthetic
Domlur,12.960094,77.635228,mixed,2024-01-01,Monday,17,0,0,0.535,Moderate,2694,4500,53.5,0,7,0.093,0.428,synthetic
Domlur,12.964263,77.642669,mixed,2024-01-01,Monday,18,0,0,0.567,High,2787,4500,56.7,0,7,0.087,0.454,synthetic
Domlur,12.961394,77.639458,mixed,2024-01-01,Monday,19,0,0,0.518,Moderate,2283,4500,51.8,0,7,0.096,0.414,synthetic
Domlur,12.95906,77.635459,mixed,2024-01-01,Monday,20,0,1,0.392,Moderate,1972,4500,39.2,0,7,0.304,0.314,synthetic
Domlur,12.958918,77.640957,mixed,2024-01-01,Monday,21,0,1,0.316,Moderate,1421,4500,31.6,0,7,0.342,0.253,synthetic
Domlur,12.960688,77.642303,mixed,2024-01-01,Monday,22,0,1,0.225,Low,1101,4500,22.5,0,7,0.388,0.18,synthetic
Domlur,12.958211,77.641618,mixed,2024-01-01,Monday,23,0,1,0.149,Low,697,4500,14.9,0,7,0.426,0.119,synthetic
Chickpet,12.96647,77.577244,market,2024-01-01,Monday,0,0,1,0.067,Low,453,7000,6.7,0,11,0.467,0.054,synthetic
Chickpet,12.97029,77.574813,market,2024-01-01,Monday,1,0,1,0.051,Low,311,7000,5.1,0,11,0.475,0.04,synthetic
Chickpet,12.966344,77.58056,market,2024-01-01,Monday,2,0,1,0.046,Low,281,7000,4.6,0,11,0.477,0.037,synthetic
Chickpet,12.971268,77.576514,market,2024-01-01,Monday,3,0,1,0.091,Low,612,7000,9.1,0,11,0.454,0.073,synthetic
Chickpet,12.963887,77.577175,market,2024-01-01,Monday,4,0,1,0.098,Low,669,7000,9.8,0,11,0.451,0.079,synthetic
Chickpet,12.965295,77.580814,market,2024-01-01,Monday,5,0,1,0.147,Low,972,7000,14.7,0,11,0.426,0.118,synthetic
Chickpet,12.969283,77.576815,market,2024-01-01,Monday,6,0,0,0.196,Low,1482,7000,19.6,0,11,0.161,0.157,synthetic
Chickpet,12.970483,77.578343,market,2024-01-01,Monday,7,0,0,0.267,Moderate,1694,7000,26.7,0,11,0.147,0.213,synthetic
Chickpet,12.967213,77.576823,market,2024-01-01,Monday,8,0,0,0.442,Moderate,3188,7000,44.2,0,11,0.112,0.353,synthetic
Chickpet,12.968896,77.574847,market,2024-01-01,Monday,9,0,0,0.701,High,5570,7000,70.1,0,11,0.06,0.56,synthetic
Chickpet,12.967337,77.574508,market,2024-01-01,Monday,10,0,0,0.785,High,5545,7000,78.5,0,11,0.043,0.628,synthetic
Chickpet,12.966352,77.578014,market,2024-01-01,Monday,11,0,0,0.869,Extreme,6310,7000,86.9,0,11,0.026,0.695,synthetic
Chickpet,12.967359,77.578724,market,2024-01-01,Monday,12,0,0,0.821,Extreme,5924,7000,82.1,0,11,0.036,0.656,synthetic
Chickpet,12.968281,77.574945,market,2024-01-01,Monday,13,0,0,0.826,Extreme,5776,7000,82.6,0,11,0.035,0.661,synthetic
Chickpet,12.965075,77.57953,market,2024-01-01,Monday,14,0,0,0.798,High,4878,7000,79.8,0,11,0.04,0.638,synthetic
Chickpet,12.965274,77.579167,market,2024-01-01,Monday,15,0,0,0.845,Extreme,6213,7000,84.5,0,11,0.031,0.676,synthetic
Chickpet,12.970671,77.576997,market,2024-01-01,Monday,16,0,0,0.919,Extreme,6150,7000,91.9,0,11,0.016,0.735,synthetic
