area,latitude,longitude,date,hour,month,weather_condition,rainfall_mm_hr,visibility_km,visibility_score,wind_speed_kmh,humidity_pct,temperature_c,flood_risk,waterlogging_risk,road_slipperiness,weather_severity,is_night,data_source
Electronic City,12.844279,77.66313,2024-01-01,7,1,Clear,0.0,12.6,1.0,3.2,49.8,15.6,0.055,0.027,0.033,0.064,0,synthetic
Electronic City,12.846338,77.658819,2024-01-01,8,1,Cloudy,0.0,9.1,0.758,10.4,61.2,15.9,0.0,0.0,0.109,0.117,0,synthetic
Electronic City,12.850136,77.655413,2024-01-01,9,1,Clear,0.0,11.4,0.95,12.0,45.7,19.5,0.0,0.0,0.068,0.031,0,synthetic
Electronic City,12.840604,77.660957,2024-01-01,10,1,Clear,0.0,11.2,0.933,5.3,45.7,20.1,0.007,0.007,0.048,0.099,0,synthetic
Electronic City,12.847369,77.659692,2024-01-01,11,1,Clear,0.0,12.0,1.0,3.8,44.4,22.5,0.0,0.0,0.051,0.085,0,synthetic
Electronic City,12.844583,77.658222,2024-01-01,12,1,Clear,0.0,11.4,0.95,12.0,49.3,20.4,0.059,0.039,0.066,0.027,0,synthetic
Electronic City,12.842295,77.664391,2024-01-01,13,1,Cloudy,0.0,9.3,0.775,8.8,63.5,21.5,0.041,0.033,0.052,0.085,0,synthetic
Electronic City,12.841819,77.664802,2024-01-01,14,1,Fog,0.22,0.9,0.075,2.1,86.8,24.2,0.0,0.018,0.139,0.55,0,synthetic
Electronic City,12.841841,77.662297,2024-01-01,15,1,Clear,0.0,12.1,1.0,6.8,47.2,26.0,0.0,0.025,0.079,0.048,0,synthetic
Electronic City,12.847232,77.664192,2024-01-01,16,1,Clear,0.0,12.0,1.0,11.4,41.1,24.4,0.012,0.004,0.034,0.098,0,synthetic
Electronic City,12.843044,77.661914,2024-01-01,17,1,Clear,0.0,12.2,1.0,10.2,46.4,21.7,0.0,0.025,0.022,0.026,0,synthetic
Electronic City,12.841547,77.659584,2024-01-01,18,1,Clear,0.0,12.2,1.0,11.9,40.9,21.6,0.0,0.01,0.036,0.043,0,synthetic
Electronic City,12.848755,77.664875,2024-01-01,19,1,Cloudy,0.0,9.8,0.817,7.2,60.8,20.3,0.0,0.009,0.108,0.129,0,synthetic
Electronic City,12.840795,77.663552,2024-01-01,20,1,Cloudy,0.0,9.2,0.767,9.1,62.5,20.9,0.015,0.042,0.099,0.065,1,synthetic
Electronic City,12.843737,77.66086,2024-01-01,21,1,Cloudy,0.0,8.9,0.742,11.1,57.1,21.2,0.0,0.002,0.083,0.08,1,synthetic
Electronic City,12.841729,77.655649,2024-01-01,22,1,Cloudy,0.0,9.8,0.817,11.4,61.6,16.8,0.0,0.0,0.099,0.057,1,synthetic
Electronic City,12.845512,77.659789,2024-01-01,23,1,Clear,0.0,12.6,1.0,9.9,49.6,18.9,0.003,0.0,0.045,0.033,1,synthetic
Hebbal,13.034261,77.593399,2024-01-01,0,1,Clear,0.0,12.4,1.0,9.4,44.0,17.2,0.045,0.018,0.08,0.1,1,synthetic
Hebbal,13.031095,77.598504,2024-01-01,1,1,Clear,0.0,12.1,1.0,9.4,44.5,17.3,0.032,0.023,0.038,0.09,1,synthetic
Hebbal,13.038339,77.595394,2024-01-01,2,1,Fog,0.21,0.2,0.017,6.0,87.6,18.4,0.0,0.004,0.121,0.592,1,synthetic
Hebbal,13.031326,77.597307,2024-01-01,3,1,Fog,0.18,1.3,0.108,1.3,86.3,18.4,0.011,0.001,0.145,0.596,1,synthetic
Hebbal,13.031656,77.601267,2024-01-01,4,1,Clear,0.0,12.4,1.0,10.5,40.2,17.8,0.0,0.0,0.028,0.013,1,synthetic
Hebbal,13.038347,77.600657,2024-01-01,5,1,Cloudy,0.0,9.6,0.8,12.9,65.1,19.6,0.0,0.0,0.062,0.108,1,synthetic
Hebbal,13.034543,77.593402,2024-01-01,6,1,Clear,0.0,12.3,1.0,11.0,41.7,18.2,0.01,0.006,0.058,0.078,0,synthetic
Hebbal,13.036147,77.599226,2024-01-01,7,1,Clear,0.0,11.4,0.95,10.0,47.1,16.3,0.0,0.017,0.059,0.085,0,synthetic
Hebbal,13.037833,77.592537,2024-01-01,8,1,Clear,0.0,11.3,0.942,7.9,49.4,16.3,0.0,0.0,0.069,0.055,0,synthetic
Hebbal,13.037032,77.597803,2024-01-01,9,1,Clear,0.0,11.9,0.992,10.4,49.8,21.6,0.0,0.024,0.046,0.041,0,synthetic
Hebbal,13.040548,77.592987,2024-01-01,10,1,Cloudy,0.0,8.3,0.692,12.5,65.9,20.2,0.018,0.02,0.067,0.059,0,synthetic
Hebbal,13.0364,77.593087,2024-01-01,11,1,Clear,0.0,11.3,0.942,8.5,49.4,19.6,0.048,0.035,0.025,0.001,0,synthetic
Hebbal,13.036357,77.592259,2024-01-01,12,1,Clear,0.0,12.7,1.0,5.7,43.3,20.8,0.004,0.034,0.055,0.049,0,synthetic
Hebbal,13.038059,77.594133,2024-01-01,13,1,Light Rain,2.55,7.2,0.6,12.7,76.5,22.4,0.0,0.031,0.297,0.224,0,synthetic
Hebbal,13.039206,77.600804,2024-01-01,14,1,Strong Wind,1.24,7.8,0.65,66.9,57.6,23.9,0.0,0.024,0.127,0.509,0,synthetic
Hebbal,13.036259,77.601979,2024-01-01,15,1,Clear,0.0,11.6,0.967,10.7,49.0,25.9,0.045,0.062,0.042,0.045,0,synthetic
Hebbal,13.032381,77.592522,2024-01-01,16,1,Cloudy,0.0,9.5,0.792,12.8,64.1,24.2,0.042,0.028,0.076,0.124,0,synthetic
Hebbal,13.038941,77.593575,2024-01-01,17,1,Clear,0.0,12.6,1.0,11.1,49.8,20.8,0.0,0.027,0.05,0.06,0,synthetic
Hebbal,13.03452,77.596392,2024-01-01,18,1,Clear,0.0,12.7,1.0,5.9,46.0,22.3,0.0,0.026,0.051,0.0,0,synthetic
Hebbal,13.03671,77.595185,2024-01-01,19,1,Clear,0.0,11.9,0.992,11.0,49.6,21.2,0.019,0.021,0.038,0.089,0,synthetic
Hebbal,13.031843,77.600708,2024-01-01,20,1,Fog,0.17,0.2,0.017,5.6,94.5,21.9,0.0,0.0,0.165,0.537,1,synthetic
Hebbal,13.033725,77.594819,2024-01-01,21,1,Clear,0.0,11.6,0.967,12.4,47.1,19.7,0.0,0.006,0.062,0.044,1,synthetic
Hebbal,13.035652,77.598566,2024-01-01,22,1,Clear,0.0,12.3,1.0,12.5,46.7,18.1,0.0,0.0,0.055,0.024,1,synthetic
Hebbal,13.037023,77.594611,2024-01-01,23,1,Clear,0.0,12.3,1.0,12.3,42.1,19.3,0.02,0.019,0.079,0.009,1,synthetic
Yelahanka,13.09844,77.595933,2024-01-01,0,1,Clear,0.0,11.5,0.958,11.4,41.7,16.8,0.052,0.032,0.029,0.004,1,synthetic
Yelahanka,13.099452,77.597039,2024-01-01,1,1,Fog,0.21,0.2,0.017,9.8,90.3,19.3,0.0,0.0,0.173,0.517,1,synthetic
Yelahanka,13.100751,77.591762,2024-01-01,2,1,Fog,0.18,0.3,0.025,7.2,87.7,19.4,0.022,0.009,0.144,0.563,1,synthetic
Yelahanka,13.104077,77.598571,2024-01-01,3,1,Clear,0.0,12.4,1.0,12.2,47.6,18.5,0.024,0.012,0.038,0.055,1,synthetic
Yelahanka,13.099936,77.600745,2024-01-01,4,1,Fog,0.16,1.3,0.108,1.8,93.1,16.7,0.006,0.002,0.148,0.594,1,synthetic
Yelahanka,13.098661,77.59777,2024-01-01,5,1,Fog,0.22,0.2,0.017,0.7,92.4,22.3,0.02,0.026,0.166,0.552,1,synthetic
Yelahanka,13.100085,77.595487,2024-01-01,6,1,Clear,0.0,12.2,1.0,9.4,46.6,16.0,0.0,0.005,0.025,0.037,0,synthetic
Yelahanka,13.105379,77.600839,2024-01-01,7,1,Cloudy,0.0,8.9,0.742,14.7,66.4,18.0,0.0,0.009,0.1,0.139,0,synthetic
Yelahanka,13.098,77.599378,2024-01-01,8,1,Cloudy,0.0,8.4,0.7,12.0,60.1,18.3,0.037,0.005,0.061,0.085,0,synthetic
Yelahanka,13.098447,77.598492,2024-01-01,9,1,Clear,0.0,11.3,0.942,5.9,45.7,21.4,0.0,0.027,0.057,0.044,0,synthetic
Yelahanka,13.098879,77.598788,2024-01-01,10,1,Cloudy,0.0,9.6,0.8,16.2,63.7,20.9,0.043,0.03,0.077,0.067,0,synthetic
Yelahanka,13.099985,77.591757,2024-01-01,11,1,Light Rain,2.74,7.6,0.633,11.6,77.6,19.5,0.0,0.0,0.289,0.217,0,synthetic
Yelahanka,13.097331,77.600109,2024-01-01,12,1,Clear,0.0,12.2,1.0,8.3,42.3,21.0,0.024,0.011,0.058,0.072,0,synthetic
Yelahanka,13.09687,77.59608,2024-01-01,13,1,Clear,0.0,11.7,0.975,4.8,47.7,21.5,0.0,0.0,0.025,0.014,0,synthetic
Yelahanka,13.096939,77.599427,2024-01-01,14,1,Clear,0.0,11.9,0.992,11.9,41.2,26.5,0.051,0.025,0.033,0.004,0,synthetic
Yelahanka,13.100334,77.593905,2024-01-01,15,1,Clear,0.0,11.3,0.942,6.6,48.1,25.4,0.004,0.033,0.034,0.038,0,synthetic
Yelahanka,13.096729,77.594555,2024-01-01,16,1,Clear,0.0,11.4,0.95,8.1,46.3,25.8,0.0,0.005,0.078,0.005,0,synthetic
Yelahanka,13.104342,77.598486,2024-01-01,17,1,Clear,0.0,11.8,0.983,6.5,42.3,20.9,0.0,0.011,0.034,0.092,0,synthetic
Yelahanka,13.100279,77.596793,2024-01-01,18,1,Cloudy,0.0,9.1,0.758,9.5,59.7,21.4,0.047,0.036,0.103,0.071,0,synthetic
Yelahanka,13.103487,77.597927,2024-01-01,19,1,Cloudy,0.0,9.1,0.758,9.8,63.3,21.1,0.051,0.04,0.074,0.107,0,synthetic
Yelahanka,13.096934,77.601086,2024-01-01,20,1,Clear,0.0,12.0,1.0,11.5,41.3,21.5,0.048,0.066,0.053,0.027,1,synthetic
Yelahanka,13.100655,77.599073,2024-01-01,21,1,Clear,0.0,11.3,0.942,12.2,43.5,21.4,0.0,0.0,0.049,0.03,1,synthetic
Yelahanka,13.102764,77.594708,2024-01-01,22,1,Fog,0.17,0.2,0.017,1.1,91.2,17.1,0.038,0.056,0.125,0.546,1,synthetic
Yelahanka,13.103758,77.600997,2024-01-01,23,1,Clear,0.0,11.9,0.992,7.9,49.6,17.8,0.036,0.027,0.05,0.028,1,synthetic
Marathahalli,12.963601,77.696377,2024-01-01,0,1,Cloudy,0.0,9.2,0.767,8.8,60.2,17.7,0.002,0.028,0.101,0.091,1,synthetic
Marathahalli,12.959828,77.699445,2024-01-01,1,1,Clear,0.0,12.7,1.0,11.4,40.5,17.8,0.061,0.075,0.04,0.042,1,synthetic
Marathahalli,12.957042,77.699049,2024-01-01,2,1,Clear,0.0,12.3,1.0,4.8,45.4,17.2,0.0,0.026,0.026,0.026,1,synthetic
Marathahalli,12.963718,77.696821,2024-01-01,3,1,Strong Wind,0.89,7.6,0.633,68.8,64.8,19.2,0.05,0.074,0.118,0.518,1,synthetic
Marathahalli,12.955878,77.693953,2024-01-01,4,1,Clear,0.0,11.6,0.967,10.0,41.5,16.6,0.034,0.039,0.036,0.065,1,synthetic
Marathahalli,12.961745,77.697911,2024-01-01,5,1,Clear,0.0,12.6,1.0,4.9,48.0,21.5,0.001,0.0,0.03,0.099,1,synthetic
Marathahalli,12.958851,77.700198,2024-01-01,6,1,Cloudy,0.0,8.6,0.717,15.7,64.0,16.5,0.059,0.035,0.109,0.099,0,synthetic
Marathahalli,12.96005,77.699096,2024-01-01,7,1,Clear,0.0,12.4,1.0,9.6,45.3,15.8,0.0,0.0,0.074,0.065,0,synthetic
Marathahalli,12.957571,77.692427,2024-01-01,8,1,Cloudy,0.0,8.6,0.717,7.7,66.0,16.5,0.037,0.019,0.056,0.118,0,synthetic
Marathahalli,12.955412,77.697,2024-01-01,9,1,Clear,0.0,12.4,1.0,3.7,47.9,19.9,0.061,0.042,0.076,0.063,0,synthetic
Marathahalli,12.954658,77.697403,2024-01-01,10,1,Clear,0.0,11.8,0.983,5.0,40.6,20.5,0.027,0.002,0.05,0.092,0,synthetic
Marathahalli,12.958294,77.697765,2024-01-01,11,1,Cloudy,0.0,9.2,0.767,10.7,66.5,19.8,0.0,0.01,0.064,0.109,0,synthetic
Marathahalli,12.960236,77.695624,2024-01-01,12,1,Fog,0.24,0.2,0.017,0.9,85.9,22.1,0.0,0.018,0.127,0.597,0,synthetic
Marathahalli,12.956663,77.701528,2024-01-01,13,1,Clear,0.0,12.4,1.0,6.2,48.6,21.4,0.06,0.035,0.064,0.019,0,synthetic
Marathahalli,12.958383,77.696238,2024-01-01,14,1,Cloudy,0.0,8.2,0.683,9.7,60.5,26.4,0.043,0.04,0.053,0.105,0,synthetic
Marathahalli,12.963192,77.700973,2024-01-01,15,1,Clear,0.0,12.6,1.0,11.3,48.1,24.9,0.019,0.013,0.046,0.083,0,synthetic
Marathahalli,12.956886,77.701315,2024-01-01,16,1,Cloudy,0.0,9.4,0.783,15.1,57.6,23.5,0.015,0.014,0.057,0.135,0,synthetic
Marathahalli,12.961401,77.699034,2024-01-01,17,1,Cloudy,0.0,9.7,0.808,10.8,64.4,20.6,0.0,0.0,0.055,0.085,0,synthetic
Marathahalli,12.956407,77.693958,2024-01-01,18,1,Strong Wind,1.22,7.5,0.625,66.6,58.6,21.6,0.031,0.037,0.098,0.471,0,synthetic
Marathahalli,12.961309,77.697286,2024-01-01,19,1,Clear,0.0,11.9,0.992,9.5,46.7,19.6,0.0,0.025,0.052,0.049,0,synthetic
Marathahalli,12.956991,77.692945,2024-01-01,20,1,Clear,0.0,12.3,1.0,6.0,43.8,19.5,0.0,0.002,0.034,0.071,1,synthetic
Marathahalli,12.95524,77.694055,2024-01-01,21,1,Cloudy,0.0,9.1,0.758,7.7,62.8,19.8,0.0,0.0,0.095,0.103,1,synthetic
Marathahalli,12.958197,77.69997,2024-01-01,22,1,Cloudy,0.0,8.7,0.725,15.3,64.0,18.7,0.037,0.052,0.092,0.052,1,synthetic
Marathahalli,12.955907,77.69558,2024-01-01,23,1,Clear,0.0,12.6,1.0,7.0,49.9,19.4,0.0,0.0,0.039,0.069,1,synthetic
Bannerghatta Road,12.89985,77.602167,2024-01-01,0,1,Clear,0.0,12.7,1.0,7.1,41.8,17.5,0.042,0.034,0.046,0.091,1,synthetic
Bannerghatta Road,12.899265,77.600904,2024-01-01,1,1,Fog,0.25,0.2,0.017,8.6,91.9,19.2,0.039,0.02,0.122,0.55,1,synthetic
Bannerghatta Road,12.901104,77.592804,2024-01-01,2,1,Clear,0.0,11.5,0.958,10.0,42.3,16.8,0.0,0.012,0.077,0.066,1,synthetic
Bannerghatta Road,12.894829,77.592778,2024-01-01,3,1,Cloudy,0.0,9.5,0.792,11.8,58.5,18.6,0.051,0.035,0.059,0.135,1,synthetic
Bannerghatta Road,12.897468,77.597917,2024-01-01,4,1,Clear,0.0,11.4,0.95,7.6,45.2,18.1,0.014,0.018,0.057,0.003,1,synthetic
Bannerghatta Road,12.898382,77.601881,2024-01-01,5,1,Clear,0.0,12.3,1.0,7.6,43.2,22.1,0.0,0.0,0.034,0.033,1,synthetic
Bannerghatta Road,12.894876,77.596143,2024-01-01,6,1,Clear,0.0,11.7,0.975,5.7,46.2,18.0,0.027,0.0,0.069,0.017,0,synthetic
Bannerghatta Road,12.899242,77.59659,2024-01-01,7,1,Clear,0.0,12.3,1.0,9.9,45.1,17.8,0.033,0.04,0.046,0.084,0,synthetic
Bannerghatta Road,12.90296,77.600205,2024-01-01,8,1,Clear,0.0,12.2,1.0,7.9,44.6,16.9,0.03,0.022,0.056,0.07,0,synthetic
Bannerghatta Road,12.896259,77.597892,2024-01-01,9,1,Clear,0.0,11.5,0.958,8.6,47.8,20.6,0.0,0.018,0.031,0.052,0,synthetic
Bannerghatta Road,12.8982,77.599082,2024-01-01,10,1,Cloudy,0.0,9.0,0.75,15.4,62.6,20.4,0.008,0.017,0.082,0.052,0,synthetic
Bannerghatta Road,12.901136,77.597677,2024-01-01,11,1,Clear,0.0,11.9,0.992,11.0,45.2,19.7,0.0,0.003,0.053,0.048,0,synthetic
Bannerghatta Road,12.903015,77.597494,2024-01-01,12,1,Cloudy,0.0,9.2,0.767,10.3,59.0,21.7,0.0,0.017,0.078,0.091,0,synthetic
Bannerghatta Road,12.900286,77.60236,2024-01-01,13,1,Clear,0.0,12.3,1.0,5.3,49.9,21.6,0.0,0.025,0.074,0.017,0,synthetic
Bannerghatta Road,12.896396,77.59726,2024-01-01,14,1,Clear,0.0,11.9,0.992,9.3,40.7,24.1,0.049,0.056,0.042,0.077,0,synthetic
Bannerghatta Road,12.902582,77.595383,2024-01-01,15,1,Cloudy,0.0,9.7,0.808,16.9,59.9,25.7,0.005,0.0,0.092,0.093,0,synthetic
Bannerghatta Road,12.902099,77.594753,2024-01-01,16,1,Cloudy,0.0,8.6,0.717,9.6,57.4,23.7,0.039,0.061,0.086,0.053,0,synthetic
Bannerghatta Road,12.902188,77.594162,2024-01-01,17,1,Cloudy,0.0,9.5,0.792,11.5,58.2,21.5,0.009,0.023,0.093,0.103,0,synthetic
Bannerghatta Road,12.899394,77.600271,2024-01-01,18,1,Fog,0.17,1.0,0.083,3.9,89.7,19.9,0.03,0.036,0.144,0.553,0,synthetic
Bannerghatta Road,12.896458,77.597563,2024-01-01,19,1,Fog,0.18,0.2,0.017,7.1,87.1,22.0,0.018,0.023,0.161,0.551,0,synthetic
Bannerghatta Road,12.896214,77.593628,2024-01-01,20,1,Cloudy,0.0,8.3,0.692,8.9,66.3,20.6,0.006,0.029,0.099,0.061,1,synthetic
Bannerghatta Road,12.896819,77.592558,2024-01-01,21,1,Clear,0.0,11.5,0.958,9.6,49.9,21.2,0.05,0.04,0.041,0.02,1,synthetic
Bannerghatta Road,12.898333,77.597677,2024-01-01,22,1,Clear,0.0,11.8,0.983,9.7,47.6,17.7,0.0,0.0,0.066,0.065,1,synthetic
Bannerghatta Road,12.902562,77.600897,2024-01-01,23,1,Clear,0.0,11.4,0.95,11.4,49.9,17.3,0.041,0.016,0.04,0.017,1,synthetic
Shivajinagar,12.979078,77.597106,2024-01-01,0,1,Fog,0.2,0.5,0.042,5.2,92.3,16.8,0.0,0.019,0.157,0.531,1,synthetic
Shivajinagar,12.981664,77.600562,2024-01-01,1,1,Clear,0.0,11.3,0.942,7.1,48.5,18.5,0.0,0.0,0.078,0.054,1,synthetic
Shivajinagar,12.986658,77.598886,2024-01-01,2,1,Clear,0.0,12.7,1.0,6.4,42.7,18.2,0.0,0.02,0.069,0.056,1,synthetic
Shivajinagar,12.987313,77.600247,2024-01-01,3,1,Clear,0.0,12.3,1.0,4.3,46.4,17.5,0.039,0.051,0.073,0.062,1,synthetic
Shivajinagar,12.979336,77.596601,2024-01-01,4,1,Clear,0.0,12.1,1.0,7.7,42.3,17.2,0.045,0.018,0.075,0.053,1,synthetic
Shivajinagar,12.987816,77.602463,2024-01-01,5,1,Fog,0.25,1.2,0.1,2.3,88.1,19.9,0.045,0.025,0.169,0.501,1,synthetic
Shivajinagar,12.988614,77.600403,2024-01-01,6,1,Clear,0.0,12.4,1.0,11.7,46.8,18.4,0.037,0.02,0.052,0.027,0,synthetic
Shivajinagar,12.986162,77.59851,2024-01-01,7,1,Clear,0.0,11.5,0.958,3.1,40.4,16.5,0.024,0.009,0.07,0.097,0,synthetic
Shivajinagar,12.980496,77.599999,2024-01-01,8,1,Light Rain,2.76,6.6,0.55,19.8,81.8,18.4,0.0,0.038,0.319,0.225,0,synthetic
Shivajinagar,12.988998,77.597265,2024-01-01,9,1,Cloudy,0.0,8.6,0.717,8.5,59.2,19.7,0.048,0.055,0.052,0.063,0,synthetic
Shivajinagar,12.981275,77.593222,2024-01-01,10,1,Cloudy,0.0,9.4,0.783,14.7,57.2,22.0,0.0,0.0,0.091,0.115,0,synthetic
Shivajinagar,12.980954,77.59678,2024-01-01,11,1,Clear,0.0,12.0,1.0,8.3,48.1,21.7,0.041,0.041,0.056,0.043,0,synthetic
Shivajinagar,12.988475,77.6014,2024-01-01,12,1,Cloudy,0.0,9.5,0.792,16.2,58.4,20.4,0.0,0.0,0.077,0.146,0,synthetic
Shivajinagar,12.979519,77.59901,2024-01-01,13,1,Clear,0.0,11.7,0.975,4.0,47.8,20.1,0.031,0.022,0.052,0.023,0,synthetic
Shivajinagar,12.987264,77.597298,2024-01-01,14,1,Clear,0.0,11.3,0.942,5.6,41.8,25.8,0.044,0.047,0.057,0.01,0,synthetic
Shivajinagar,12.98474,77.599636,2024-01-01,15,1,Strong Wind,0.93,7.2,0.6,64.0,59.6,25.0,0.043,0.042,0.128,0.538,0,synthetic
Shivajinagar,12.979775,77.594528,2024-01-01,16,1,Clear,0.0,12.2,1.0,4.2,40.9,26.3,0.006,0.027,0.024,0.01,0,synthetic
Shivajinagar,12.980297,77.59679,2024-01-01,17,1,Strong Wind,0.94,7.9,0.658,64.8,55.3,20.8,0.002,0.022,0.148,0.515,0,synthetic
Shivajinagar,12.987079,77.598087,2024-01-01,18,1,Strong Wind,0.81,7.9,0.658,66.5,62.0,21.2,0.032,0.047,0.152,0.55,0,synthetic
Shivajinagar,12.985405,77.594916,2024-01-01,19,1,Clear,0.0,11.9,0.992,4.5,44.6,22.4,0.0,0.009,0.056,0.062,0,synthetic
Shivajinagar,12.985418,77.595231,2024-01-01,20,1,Clear,0.0,11.5,0.958,8.5,40.6,21.6,0.048,0.019,0.06,0.065,1,synthetic
Shivajinagar,12.981574,77.597118,2024-01-01,21,1,Light Rain,3.06,7.3,0.608,19.8,73.2,19.9,0.008,0.0,0.322,0.246,1,synthetic
Shivajinagar,12.979875,77.599271,2024-01-01,22,1,Clear,0.0,12.2,1.0,6.8,40.0,19.1,0.0,0.027,0.027,0.095,1,synthetic
Shivajinagar,12.982883,77.602195,2024-01-01,23,1,Fog,0.25,0.6,0.05,3.1,92.2,17.0,0.029,0.0,0.161,0.555,1,synthetic
Jayanagar,12.921721,77.58794,2024-01-01,0,1,Fog,0.26,0.5,0.042,2.4,92.2,17.7,0.032,0.031,0.129,0.528,1,synthetic
Jayanagar,12.928657,77.581184,2024-01-01,1,1,Clear,0.0,11.7,0.975,12.9,46.0,18.9,0.052,0.023,0.074,0.005,1,synthetic
Jayanagar,12.92272,77.588403,2024-01-01,2,1,Clear,0.0,12.5,1.0,6.1,47.3,17.6,0.042,0.034,0.033,0.056,1,synthetic
Jayanagar,12.926088,77.583352,2024-01-01,3,1,Clear,0.0,12.8,1.0,3.8,47.8,19.4,0.0,0.0,0.043,0.062,1,synthetic
Jayanagar,12.92967,77.583512,2024-01-01,4,1,Fog,0.18,0.2,0.017,2.2,94.4,17.6,0.044,0.065,0.134,0.531,1,synthetic
Jayanagar,12.929483,77.585368,2024-01-01,5,1,Clear,0.0,12.6,1.0,3.4,45.8,22.2,0.0,0.0,0.072,0.068,1,synthetic
Jayanagar,12.926998,77.582599,2024-01-01,6,1,Strong Wind,0.99,7.2,0.6,64.7,57.2,17.6,0.038,0.045,0.141,0.508,0,synthetic
Jayanagar,12.922613,77.587644,2024-01-01,7,1,Cloudy,0.0,8.6,0.717,14.3,61.8,18.3,0.0,0.0,0.098,0.12,0,synthetic
Jayanagar,12.927441,77.58242,2024-01-01,8,1,Clear,0.0,12.2,1.0,5.0,43.9,18.5,0.031,0.034,0.053,0.067,0,synthetic
Jayanagar,12.927623,77.58688,2024-01-01,9,1,Strong Wind,1.28,8.8,0.733,65.0,58.4,20.8,0.052,0.057,0.137,0.452,0,synthetic
Jayanagar,12.92377,77.58269,2024-01-01,10,1,Clear,0.0,11.7,0.975,12.1,45.9,20.5,0.0,0.0,0.058,0.055,0,synthetic
Jayanagar,12.926332,77.579243,2024-01-01,11,1,Clear,0.0,12.4,1.0,6.6,41.4,21.4,0.0,0.0,0.045,0.002,0,synthetic
Jayanagar,12.926117,77.587293,2024-01-01,12,1,Clear,0.0,12.6,1.0,10.0,45.2,21.0,0.0,0.0,0.065,0.1,0,synthetic
Jayanagar,12.921954,77.580874,2024-01-01,13,1,Clear,0.0,12.7,1.0,5.1,47.4,20.4,0.028,0.027,0.038,0.096,0,synthetic
Jayanagar,12.922549,77.585471,2024-01-01,14,1,Cloudy,0.0,8.7,0.725,13.4,62.0,26.3,0.037,0.04,0.063,0.085,0,synthetic
Jayanagar,12.924805,77.587436,2024-01-01,15,1,Clear,0.0,12.0,1.0,8.2,46.3,26.1,0.027,0.039,0.062,0.001,0,synthetic
Jayanagar,12.924615,77.580582,2024-01-01,16,1,Strong Wind,0.99,7.9,0.658,66.9,57.3,24.3,0.0,0.0,0.129,0.475,0,synthetic
Jayanagar,12.924661,77.578857,2024-01-01,17,1,Cloudy,0.0,9.4,0.783,16.8,66.6,21.7,0.015,0.026,0.108,0.097,0,synthetic
Jayanagar,12.922777,77.587231,2024-01-01,18,1,Clear,0.0,11.4,0.95,3.4,43.8,21.5,0.0,0.013,0.068,0.075,0,synthetic
Jayanagar,12.926655,77.58053,2024-01-01,19,1,Clear,0.0,11.5,0.958,6.5,40.1,19.6,0.023,0.024,0.044,0.053,0,synthetic
Jayanagar,12.926189,77.5874,2024-01-01,20,1,Clear,0.0,12.0,1.0,10.5,47.9,20.3,0.05,0.055,0.026,0.097,1,synthetic
Jayanagar,12.927827,77.581301,2024-01-01,21,1,Clear,0.0,11.4,0.95,10.4,41.3,20.7,0.0,0.0,0.049,0.057,1,synthetic
Jayanagar,12.926366,77.581469,2024-01-01,22,1,Heavy Rain,18.18,1.7,0.142,32.9,94.5,19.0,0.004,0.05,0.784,0.678,1,synthetic
Jayanagar,12.928855,77.579823,2024-01-01,23,1,Cloudy,0.0,9.5,0.792,15.1,58.1,17.7,0.02,0.036,0.103,0.059,1,synthetic
Rajajinagar,12.998946,77.556278,2024-01-01,0,1,Clear,0.0,11.8,0.983,10.9,45.6,19.5,0.0,0.003,0.055,0.053,1,synthetic
Rajajinagar,12.995324,77.551368,2024-01-01,1,1,Cloudy,0.0,9.0,0.75,14.4,66.7,18.0,0.0,0.005,0.091,0.11,1,synthetic
Rajajinagar,12.992825,77.547507,2024-01-01,2,1,Clear,0.0,12.2,1.0,4.0,41.3,18.4,0.02,0.013,0.043,0.01,1,synthetic
Rajajinagar,12.989474,77.555808,2024-01-01,3,1,Clear,0.0,11.7,0.975,6.6,45.6,18.6,0.002,0.0,0.078,0.067,1,synthetic
Rajajinagar,12.996827,77.55153,2024-01-01,4,1,Clear,0.0,12.4,1.0,5.3,48.9,17.3,0.039,0.039,0.057,0.097,1,synthetic
Rajajinagar,12.995472,77.553675,2024-01-01,5,1,Clear,0.0,12.0,1.0,10.5,41.4,19.6,0.042,0.065,0.037,0.056,1,synthetic
Rajajinagar,12.990903,77.552285,2024-01-01,6,1,Cloudy,0.0,9.2,0.767,16.3,64.7,17.0,0.0,0.015,0.071,0.073,0,synthetic
Rajajinagar,12.994784,77.552163,2024-01-01,7,1,Clear,0.0,11.4,0.95,6.8,49.5,15.7,0.0,0.0,0.04,0.096,0,synthetic
Rajajinagar,12.995829,77.548445,2024-01-01,8,1,Strong Wind,1.23,8.2,0.683,68.4,58.3,17.6,0.0,0.0,0.141,0.451,0,synthetic
Rajajinagar,12.996196,77.554618,2024-01-01,9,1,Clear,0.0,12.3,1.0,12.5,49.2,20.6,0.0,0.005,0.035,0.051,0,synthetic
Rajajinagar,12.995664,77.556389,2024-01-01,10,1,Clear,0.0,12.1,1.0,4.3,47.7,20.5,0.051,0.045,0.074,0.062,0,synthetic
Rajajinagar,12.995691,77.549367,2024-01-01,11,1,Clear,0.0,12.3,1.0,3.8,43.1,21.0,0.015,0.032,0.064,0.031,0,synthetic
